ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
147,WARFARIN,,0,ORAL INJECTION,8.4,0.21,29,98.0,0,0,,0.0,SOLUBILITY SOLUBLE IN WATER,1,4,308.333,3.6096,True
149,OXTRIPHYLLINE,,0,ORAL,0.0,0.0,0,0.0,90,0,,0.0,,0,5,179.159,-1.4106,True
151,TRIDIHEXETHYL,,0,ORAL INJECTION,0.0,0.0,0,0.0,0,0,,0.0,,1,1,318.525,4.7211,True
155,BUSULFAN,,0,ORAL INJECTION,41.6,9.8,3.4,32.4,0,4.9,MICROMOLAR,0.0,SOLUBILITY 0.1 GRAM / LITER,0,6,246.306,-0.281,True
156,TALBUTAL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,3,224.26,0.961,True
158,ACETYLDIGITOXIN,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,4,14,806.987,3.8181,False
159,TRIDIHEXETHYL,,0,ORAL INJECTION,0.0,0.0,0,0.0,0,0,,0.0,,1,1,318.525,4.7211,True
161,GLUTETHIMIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,2,217.268,1.771,True
162,HYDROXYCHLOROQUINE,,0,ORAL,2851.0,12.0,172.3,43.0,0,1.2,MICROMOLAR,2.4,SOLUBILITY SOLUBLE IN WATER,2,4,335.879,3.783,True
163,METHYPRYLON,,0,ORAL,63.0,0.77,9.2,0.0,0,0,,0.0,,1,2,183.251,1.1278,True
164,MEPROBAMATE,254  255,0,ORAL,45.5,2.34,9.6,0.0,0,11.4,MICROMOLAR,4.5,,2,4,218.253,0.9834,True
165,ETHINAMATE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,2,167.208,1.4178,True
166,PREDNISONE,,0,ORAL,37.0,11.0,2.6,73.0,0,801,NANOMOLAR,2.2,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,5,358.434,1.7658,True
167,HYDROXYCHLOROQUINE,,0,ORAL,2851.0,12.0,172.3,43.0,0,1.2,MICROMOLAR,2.4,SOLUBILITY SOLUBLE IN WATER,2,4,335.879,3.783,True
168,PROCYCLIDINE,,0,ORAL,48.0,3.3,12,0.0,0,0,,0.0,SOLUBILITY SOLUBLE IN WATER,1,2,287.447,3.9404,True
169,PYRIDOSTIGMINE,,0,ORAL INJECTION,19.0,49.8,3,0.0,15,0,,2.2,,0,2,181.215,0.5715,True
174,ETHCHLORVYNOL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,1,144.601,1.5132,True
175,FLUDROCORTISONE ACETATE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,6,422.493,2.4445,True
179,AMBENONIUM,,0,ORAL,16.6,0.0,0,0.0,0,1.51,MICROMOLAR,0.0,SOLUBILITY SOLUBLE IN WATER TO 20 PERCENT,2,2,537.576,4.6392,False
181,MECAMYLAMINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY SOLUBLE IN WATER,1,1,167.296,2.4206,True
183,PROMAZINE,,0,ORAL INJECTION,526.5,54.6,7.9,89.0,0,0,,0.0,,0,3,284.428,4.241,True
184,CLIDINIUM,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,3,352.454,2.7045,True
185,LIOTHYRONINE,,0,ORAL INJECTION,0.0,0.0,60,0.0,95,0,,0.0,,2,5,649.968,2.618,False
186,HYDROXYZINE,,0,ORAL INJECTION,1040.0,39.0,16.5,0.0,0,186.9,NANOMOLAR,2.0,SOLUBILITY SOLUBLE IN WATER,1,4,374.912,3.0559,True
187,METHSUXIMIDE,,1762  1763,ORAL,0.0,0.0,1.4,0.0,0,0,,0.0,,0,2,203.241,1.333,True
189,PHENMETRAZINE,281,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,2,177.247,1.736,True
193,ORPHENADRINE,,0,ORAL INJECTION,0.0,0.0,16.6,0.0,0,0,,0.0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,2,269.388,3.66262,True
194,METHSUXIMIDE,,1762  1763,ORAL,0.0,0.0,1.4,0.0,0,0,,0.0,,0,2,203.241,1.333,True
195,FLUOXYMESTERONE,,0,ORAL,0.0,0.0,9.2,98.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,3,336.447,3.3322,True
196,ORPHENADRINE,,0,ORAL INJECTION,0.0,0.0,16.6,0.0,0,0,,0.0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,2,269.388,3.66262,True
197,MECLIZINE,,0,ORAL,0.0,59.0,5.5,0.0,0,235.6,NANOMOLAR,3.0,,0,2,390.958,5.55562,False
199,CHLORAMBUCIL,,0,ORAL,20.15,10.9,1.3,99.0,0,1.6,MICROMOLAR,0.83,,0,3,303.209,2.0432,True
200,TOLBUTAMIDE,,0,ORAL INJECTION,7.8,0.819,7,95.0,0,217.7,MICROMOLAR,3.8,,2,3,270.354,1.78302,True
201,MEPENZOLATE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,3,340.443,2.7045,True
202,RESCINNAMINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,10,634.726,4.5707,False
203,MECLIZINE,,0,ORAL,0.0,59.0,5.5,0.0,0,235.6,NANOMOLAR,3.0,,0,2,390.958,5.55562,False
204,ISOPROPAMIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,1,353.53,4.1115,True
205,PERPHENAZINE,,0,ORAL INJECTION,1170.0,105.3,10.5,93.0,0,2.4,NANOMOLAR,2.0,,1,5,403.979,3.9427,True
206,DESERPIDINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,9,578.662,4.1625,False
207,DEXBROMPHENIRAMINE,,0,ORAL INJECTION,0.0,0.0,25,72.0,0,0,,5.0,,0,2,319.246,3.9277,True
208,ETHOTOIN,,0,ORAL,0.0,0.0,6,0.0,0,39,MICROMOLAR,0.0,,1,2,204.229,1.2994,True
209,NORETHINDRONE,210  354,0,ORAL,260.0,26.0,8.51,61.0,64,87.8,NANOMOLAR,1.83,,1,2,298.426,3.4925,True
211,ANISINDIONE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,3,252.269,2.858,True
212,BUCLIZINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,2,433.039,6.5447,False
213,MESTRANOL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,2,310.437,3.9156,True
214,NORETHYNODREL,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,2,298.426,3.6366,True
215,PROPOXYPHENE,,1560,ORAL,780.0,58.5,9,80.0,0,0.21,MICROMOLAR,2.25,SOLUBILITY FREELY SOLUBLE IN WATER,0,3,339.479,4.2755,True
217,ETHOXZOLAMIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,5,258.324,1.3424,True
218,NIACIN,,0,ORAL,0.0,0.0,0.56,20.0,0,146.3,MICROMOLAR,5.0,SOLUBILITY VERY SOLUBLE IN WATER,0,3,122.103,-0.5549,True
219,TRIPROLIDINE,,0,ORAL,0.0,0.0,2.1,0.0,0,55.4,NANOMOLAR,2.0,,0,2,278.399,3.91752,True
220,TRIFLUPROMAZINE,,0,ORAL INJECTION,0.0,0.0,0,0.0,0,0,,0.0,,0,3,352.425,5.2598,False
221,CHLOROTHIAZIDE,,0,ORAL INJECTION,0.0,0.0,2,0.0,0,0,,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,5,295.729,0.1299,True
224,TRIAMCINOLONE,226  1341,0,ORAL,0.0,0.0,2.7,0.0,0,0,,1.9,,4,6,394.439,0.6205,True
227,BENZONATATE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.28,,1,12,603.75,2.8346,False
228,PHENPROCOUMON,,0,ORAL,0.0,0.0,140,0.0,0,0,,0.0,,1,3,280.323,4.0405,True
229,DEXTROMETHORPHAN,,0,ORAL,0.0,0.0,13,65.0,0,0,,3.5,,0,2,271.404,3.3834,True
230,CHLORMEZANONE,,0,ORAL,3.5,0.06,40.5,0.0,0,16.9,MICROMOLAR,2.18,,0,3,273.741,1.6155,True
231,FURAZOLIDONE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,6,225.16,0.9739,True
232,CHLORZOXAZONE,,0,ORAL,0.0,0.0,0,0.0,0,0,,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,169.567,1.7745,True
233,TRIMEPRAZINE,,0,ORAL,0.0,0.0,0,90.0,80,0,,0.0,,0,3,298.455,4.487,True
235,DICHLORPHENAMIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,4,305.164,0.2882,True
236,CHLORMEZANONE,,0,ORAL,3.5,0.06,40.5,0.0,0,16.9,MICROMOLAR,2.18,,0,3,273.741,1.6155,True
237,TRIFLUOPERAZINE,,0,ORAL INJECTION,0.0,0.0,0,0.0,0,0,,0.0,,0,4,407.505,4.9456,True
238,SULFINPYRAZONE,,0,ORAL,7.8,1.32,6.2,98.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,3,404.491,3.7955,True
240,OXYPHENCYCLIMINE,,0,ORAL,,0.0,0,0.0,0,0,,0.0,,1,5,344.455,2.7317,True
241,PHENTERMINE,,0,ORAL,348.0,8.79,20,17.5,0,0,,3.7,SOLUBILITY SOLUBLE IN WATER,1,1,149.237,1.9664,True
242,CHLORPROPAMIDE,,0,ORAL,12.3,0.17,36,97.0,0,0,,3.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,3,276.745,1.7379,True
246,DIETHYLPROPION,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,2,205.301,2.5996,True
249,PHENYLPROPANOLAMINE,1106,0,ORAL,206.7,37.0,4.05,0.0,0,1.5,MICROMOLAR,1.47,,2,2,151.209,1.0672,True
251,METHAZOLAMIDE,,0,ORAL,20.0,0.99,14,55.0,0,45.3,MICROMOLAR,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,6,236.278,-1.4238,True
253,FLUPHENAZINE,1343  1344,0,ORAL INJECTION,0.0,0.0,16.4,0.0,0,0,,0.0,,1,5,437.531,4.3081,True
254,CARISOPRODOL,,164,ORAL,0.0,0.0,2,0.0,0,6.92,MICROMOLAR,1.7,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,4,260.334,2.0227,True
255,CARISOPRODOL,,164,ORAL,0.0,0.0,2,0.0,0,6.92,MICROMOLAR,1.7,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,4,260.334,2.0227,True
256,HYDROCHLOROTHIAZIDE,,0,ORAL,370.5,23.0,4.5,67.9,0,454.2,NANOMOLAR,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,3,5,297.745,-0.3513,True
257,THIORIDAZINE,,0,ORAL,0.0,0.0,15,0.0,0,0.55,MICROMOLAR,0.0,,0,4,370.587,5.8856,False
258,IMIPRAMINE,,0,ORAL INJECTION,828.0,50.7,16,92.5,0,0,,0.0,SOLUBILITY INSOLUBLE IN WATER,0,2,280.415,3.875,True
259,METHDILAZINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,3,296.439,4.241,True
263,PHENELZINE,,0,ORAL,0.0,0.0,11.6,0.0,0,145.5,NANOMOLAR,0.71,,2,2,136.198,0.6924,True
264,DIPHENYLPYRALINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,2,281.399,3.8868,True
265,HYDROFLUMETHIAZIDE,,0,ORAL,143.0,37.8,5.2,0.0,0,0,,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,3,5,331.297,0.0141,True
266,METHDILAZINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,3,296.439,4.241,True
267,ISOCARBOXAZID,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,4,231.255,1.41762,True
269,PYRVINIUM,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,2,382.531,5.30824,False
270,BIPERIDEN,,0,ORAL INJECTION,780.0,46.8,24,90.0,0,16,NANOMOLAR,1.25,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,311.469,3.9624,True
272,ISOSORBIDE MONONITRATE,271,1456,ORAL,42.2,7.0,5,0.0,100,6.5,MICROMOLAR,0.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,6,191.139,-1.2782,True
275,CHLOPHEDIANOL,,0,ORAL,,0.0,0,0.0,0,0,,0.0,,1,2,289.806,3.5276,True
276,BENZTHIAZIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,6,431.948,2.4335,True
278,SPIRONOLACTONE,,0,ORAL,0.0,0.0,0,90.0,0,193.2,NANOMOLAR,2.6,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,416.583,4.8523,True
279,BENDROFLUMETHIAZIDE,,0,ORAL,0.0,0.0,0,90.0,0,0,,0.0,SOLUBILITY INSOLUBLE IN WATER,3,5,421.422,1.6254,True
281,PHENDIMETRAZINE,,189  1764  1765  1766,ORAL,0.0,0.0,3.7,0.0,0,0,,0.0,SOLUBILITY FREELY SOLUBLE IN WATER,0,2,191.274,2.0782,True
282,CHLORDIAZEPOXIDE,,0,ORAL INJECTION,16.2,1.4,8.3,96.0,0,0,,0.0,SOLUBILITY INSOLUBLE IN WATER,1,3,299.761,1.8492,True
283,TRICHLORMETHIAZIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,3,5,380.662,0.821,True
284,CHLORTHALIDONE,,0,ORAL,253.0,5.8,36,76.0,64,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (0.12 MILLIGRAM / MILLILITER),3,4,338.772,0.9242,True
286,DEXTROTHYROXINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,5,775.864,3.2226,False
288,TRANYLCYPROMINE,,0,ORAL,144.5,63.4,1.58,0.0,0,368.4,NANOMOLAR,1.0,,1,1,133.194,1.5012,True
289,ETHOSUXIMIDE,,0,ORAL,45.5,0.0,60,0.0,0,496,MICROMOLAR,5.0,,1,2,141.17,0.4492,True
291,COLCHICINE,,0,ORAL,341.5,54.1,28.9,39.0,45,6.25,NANOMOLAR,1.5,SOLUBILITY SOLUBLE IN WATER,1,6,399.443,2.8716,True
292,PSEUDOEPHEDRINE,,0,ORAL,198.2,27.4,5,0.0,0,1.24,MICROMOLAR,6.0,SOLUBILITY VERY SOLUBLE IN WATER,2,2,165.236,1.3279,True
294,BENZPHETAMINE,,22  1106,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY READILY SOLUBLE IN WATER,0,1,239.362,3.7496,True
295,THIOGUANINE,,1759,ORAL,0.0,0.0,5.9,0.0,30,118,MICROMOLAR,8.0,,3,4,167.197,0.59769,True
297,DIPHENOXYLATE,,452,ORAL,0.0,0.0,0,0.0,90,0,,0.0,,0,4,452.598,5.48328,False
299,CHLORPROTHIXENE,,0,ORAL INJECTION,1035.0,52.0,25.8,0.0,17,1.36,MICROMOLAR,4.0,,0,2,315.869,5.188,False
300,METHYCLOTHIAZIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,5,360.244,0.5983,True
301,OXYPHENBUTAZONE,,0,ORAL,,0.0,0,0.0,0,0,,0.0,,1,3,324.38,3.4934,True
303,CYPROHEPTADINE,,0,ORAL,0.0,0.0,12.5,0.0,0,0,,7.5,SOLUBILITY SOLUBLE IN WATER,0,1,287.406,4.6979,True
308,TRIOXSALEN,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,3,228.247,3.46446,True
309,AMITRIPTYLINE,,0,ORAL INJECTION,565.5,23.7,17,93.0,0,0,,0.0,SOLUBILITY FREELY SOLUBLE IN WATER,0,1,277.411,4.1686,True
310,SULFAMETHOXAZOLE,,0,ORAL INJECTION,19.5,1.4,10,70.0,0,268.7,MICROMOLAR,2.5,,2,5,253.283,1.36602,True
315,DIPYRIDAMOLE,,0,ORAL INJECTION,92.0,4.6,13.6,99.0,0,3.92,MICROMOLAR,2.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (LOGP=3.71),4,12,504.636,-0.0176,False
316,POLYTHIAZIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY INSOLUBLE IN WATER,2,6,439.89,1.655,True
317,URACIL MUSTARD,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,3,252.101,0.3472,True
